編號,縣市別,診所名稱,順天堂,莊松榮,立康(康福顆粒),勝昌,勸奉堂,華佗,天一,漢聖,天明,科達,富田,仙豐,更新時間,公費清冠一號,自費清冠一號,星期日特約門診,診療長新冠症狀,是否提供公費,電話,地址,,,,,,,,,,,
1191,台南市,安南中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2475699,台南市安南區安中路二段166.168號,,,,,,,,,,,
1192,台南市,心連心中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2958758,台南市安平區國平里華平路178號,,,,,,,,,,,
1193,台南市,懷安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2008769,台南市東區凱旋路33號,,,,,,,,,,,
1194,台南市,執善中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-3368208,台南市東區崇善路539號,,,,,,,,,,,
1195,台南市,文化中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2891068,台南市東區崇明十街30號,,,,,,,,,,,
1196,台南市,中義中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2610230,台南市南區金華路二段33巷40號,,,,,,,,,,,
1197,台南市,惠安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2263368,台南市南區西門路一段551號,,,,,,,,,,,
1198,台南市,參神堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2230932,台南市北區西門路三段189號,,,,,,,,,,,
1199,台南市,秉聖中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2515217,台南市北區西門路四段602號,,,,,,,,,,,
1200,台南市,陳天助中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-3501370,台南市北區海安路三段755號,,,,,,,,,,,
1201,台南市,宏安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2503933,台南市北區文賢路637號,,,,,,,,,,,
1202,台南市,德州中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2827028,台南市安南區安和路一段127號,,,,,,,,,,,
1203,台南市,承鴻中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2150968,台南市中西區南門路159之2號,,,,,,,,,,,
1204,台南市,一安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2157579,台南市中西區南門路185號之5,,,,,,,,,,,
1205,台南市,富源中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2493936,台南市仁德區中正路二段480號,,,,,,,,,,,
1206,台南市,楊慶祥中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2720959,台南巿永康區永大路二段295號,,,,,,,,,,,
1207,台南市,廣濟中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2050033,台南巿永康區永大路二段173-1號,,,,,,,,,,,
1208,台南市,勝義中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-5896165,台南巿新巿區忠孝街158號,,,,,,,,,,,
1209,台南市,宏欣中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-3026885,台南巿永康區中山南路27號,,,,,,,,,,,
1210,台南市,慧安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-5715719,台南市麻豆區興中路184－1號,,,,,,,,,,,
1211,台南市,祥元中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2212463,台南市中西區民族路三段198號,,,,,,,,,,,
1212,台南市,王睿宏中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2086926,台南市東區長榮路二段162號,,,,,,,,,,,
1213,台南市,祥恩中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,06-2935678,台南市安平區建平路567號,,,,,,,,,,,
1214,高雄市,勝南中醫診所,0,0,0,0,0,0,10,0,155,0,0,0,2023-02-09 12:49:48,是,是,,是,是,07-3909787,高雄市三民區灣中街253號,,,,,,,,,,,
1215,高雄市,惠德中醫診所,0,0,0,0,0,198,0,0,0,0,0,0,2023-02-09 12:42:58,是,是,是,是,是,(07)5501660,高雄市左營區華夏路220號,,,,,,,,,,,
1216,高雄市,宸品中醫診所,0,0,0,0,0,0,0,0,40,0,0,0,2023-02-09 09:55:00,是,是,,是,是,07-2355777,高雄市新興區七賢一路510號1樓,,,,,,,,,,,
1217,高雄市,橋頭馬光中醫診所,20,50,0,0,0,0,0,0,60,0,0,0,2023-02-09 09:49:16,是,是,,是,是,07-6119233,高雄市橋頭區樹德路30號,,,,,,,,,,,
1218,高雄市,禾欣中醫診所,0,0,0,0,0,0,0,0,10,0,0,0,2023-02-09 09:48:23,是,,,是,是,07-5227760,高雄市鼓山區中華一路812號1樓,,,,,,,,,,,
1219,高雄市,意凡馬光中醫診所,23,75,0,0,0,0,0,0,120,0,0,0,2023-02-09 09:47:39,是,是,,是,是,07-5889288,高雄市左營區店仔頂路32號,,,,,,,,,,,
1220,高雄市,佑昌馬光中醫診所,8,57,0,0,0,0,0,0,105,0,0,0,2023-02-09 09:46:36,是,是,,是,是,07-3616788,高雄市楠梓區德民路923號,,,,,,,,,,,
1221,高雄市,明華馬光中醫診所,6,55,0,0,0,0,0,0,60,0,0,0,2023-02-09 09:42:22,是,是,,是,是,07-5506558,高雄市左營區明華一路192號,,,,,,,,,,,
1222,高雄市,建功馬光中醫診所,0,80,0,0,0,0,0,0,100,0,0,0,2023-02-09 09:40:46,是,是,,是,是,07-3952423,高雄市三民區建工路700號1-3樓,,,,,,,,,,,
1223,高雄市,東霖馬光中醫診所,19,55,0,0,0,0,0,0,25,0,0,0,2023-02-09 09:39:47,是,是,,是,是,07-6469688,高雄市林園區王公路37號,,,,,,,,,,,
1224,高雄市,光華馬光中醫診所,18,60,0,0,0,0,0,0,160,0,0,0,2023-02-09 09:38:36,是,是,,是,是,07-7262959,高雄市苓雅區光華一路148-23號1-2樓,,,,,,,,,,,
1225,高雄市,瑞隆馬光中醫診所,10,80,0,,0,0,0,0,90,0,0,0,2023-02-09 09:37:34,是,是,,是,是,07-7226261,高雄市前鎮區瑞隆路523號,,,,,,,,,,,
1226,高雄市,民佑中醫診所,0,30,0,0,0,0,20,50,200,0,0,0,2023-02-09 09:34:58,是,是,,是,是,07-6227225,高雄市岡山區民有路33號,,,,,,,,,,,
1227,高雄市,鳳山馬光中醫診所,19,80,0,0,0,0,0,0,100,0,0,0,2023-02-09 09:33:38,是,是,,是,是,07-7437003,高雄市鳳山區維新路122號,,,,,,,,,,,
1228,高雄市,濟安中醫診所,0,45,0,0,35,0,0,0,0,0,0,0,2023-02-09 09:16:26,是,是,,是,是,07-2617213,高雄市新興區忠孝一路188號,,,,,,,,,,,
1229,高雄市,廣澤堂中醫診所,0,20,0,0,12,62,0,0,0,0,0,0,2023-02-09 08:57:17,是,是,,是,是,07-3601963,高雄市楠梓區三山街14號1樓,,,,,,,,,,,
1230,高雄市,汏樹中醫診所,0,0,0,0,6,0,0,0,0,0,0,0,2023-02-09 08:40:32,是,是,,是,是,07-6522698,高雄市大樹區中正一路375號,,,,,,,,,,,
1231,高雄市,趙望吉中醫診所,152,0,0,0,0,68,0,0,0,0,0,0,2023-02-09 08:37:17,是,是,,是,是,07-3825252,高雄市三民區九如一路913號,,,,,,,,,,,
1232,高雄市,思恩堂中醫診所,0,0,0,0,0,0,0,0,0,0,2,0,2023-02-09 07:48:41,是,是,,是,是,07-3640877,高雄市楠梓區大學南路603號,,,,,,,,,,,
1233,高雄市,佛心中醫診所,0,0,0,0,0,0,10,0,0,0,10,0,2023-02-09 07:43:02,是,是,是,是,是,07-6226767,高雄市岡山區岡山路98號,,,,,,,,,,,
1234,高雄市,趙家瑩中醫診所,11,25,0,0,0,0,10,0,0,0,0,0,2023-02-09 07:40:38,是,是,,是,是,07-7616636,高雄市前鎮區二聖一路98號,,,,,,,,,,,
1235,高雄市,永安中醫診所,20,2,0,0,0,0,0,0,2,0,0,0,2023-02-09 06:34:34,是,是,,是,是,07-3129696,高雄市三民區瀋陽街109號,,,,,,,,,,,
1236,高雄市,天乙中醫診所,19,0,0,0,0,24,2,0,0,0,0,0,2023-02-09 00:07:38,是,是,,是,是,07-3828088,高雄市三民區正興路187號,,,,,,,,,,,
1237,高雄市,慶昌中醫診所,56,0,0,0,2,0,46,16,138,0,0,0,2023-02-09 11:54:25,是,是,,是,是,07-8316538,高雄市鳳山區五甲三路82號,,,,,,,,,,,
1238,高雄市,大雄中醫診所,0,10,0,0,0,3,0,0,450,0,0,0,2023-02-09 11:47:31,是,是,是,是,是,07-3345571,高雄市苓雅區興中一路247號,,,,,,,,,,,
1239,高雄市,泓民中醫診所,0,0,0,0,0,0,0,0,0,0,6,0,2023-02-09 11:45:44,是,是,,是,是,07-6260233,高雄市岡山區仁壽路36號,,,,,,,,,,,
1240,高雄市,劉楠賢中醫診所,0,0,0,0,0,288,0,0,0,0,0,0,2023-02-09 11:29:54,是,是,是,是,是,07-3856798,高雄市三民區正興路89號,,,,,,,,,,,
1241,高雄市,善德中醫診所,0,1,0,6,0,0,8,0,7,0,33,0,2023-02-09 11:11:29,是,是,,是,是,07-3983568,高雄市三民區皓東路171之4、171之5號,,,,,,,,,,,
1242,高雄市,張倩華中醫診所,0,0,0,0,5,0,5,0,0,0,5,0,2023-02-09 11:09:53,是,是,,是,是,07-2618989,高雄市新興區林森一路111號1樓,,,,,,,,,,,
1243,高雄市,福康中醫診所,0,0,0,0,0,0,1,0,0,0,0,0,2023-02-09 11:01:43,是,是,,是,是,07-8016797,高雄市小港區沿海一路347號1、2樓,,,,,,,,,,,
1244,高雄市,心香中醫診所,0,0,0,0,0,0,8,0,0,22,0,0,2023-02-09 11:01:33,是,是,,是,是,07-7808308,高雄市鳳山區八德路二段222號,,,,,,,,,,,
1245,高雄市,蔡宜芬中醫診所,0,0,0,2,60,500,16,20,0,0,16,0,2023-02-09 10:43:36,是,是,是,是,是,07-3593579,高雄市三民區明福街19號,,,,,,,,,,,
1246,高雄市,凌雲中醫診所,0,0,0,0,0,0,17,0,10,0,80,0,2023-02-09 10:42:55,是,是,,是,是,07-3737237,高雄市仁武區中華路142號,,,,,,,,,,,
1247,高雄市,春豐中醫診所,80,0,0,0,50,0,30,0,0,0,0,0,2023-02-09 10:33:24,是,是,,是,是,07-3898246,高雄市三民區大豐二路456號1樓,,,,,,,,,,,
1248,高雄市,乙元中醫診所,0,1,0,0,0,16,0,30,1,0,0,0,2023-02-09 10:23:10,是,是,,是,是,07-7193216,高雄市鳳山區建國路二段59之1號,,,,,,,,,,,
1249,高雄市,恩泉中醫診所,0,25,0,0,30,15,15,0,0,0,0,0,2023-02-09 10:21:10,是,是,,是,是,07-3966697,高雄市三民區陽明路136號1樓,,,,,,,,,,,
1250,高雄市,大有中醫診所,0,0,0,0,0,0,0,0,65,0,0,0,2023-02-09 10:20:28,是,是,,是,是,07-7861868,高雄市大寮區鳳林三路219號,,,,,,,,,,,
1251,高雄市,天主教聖功醫院,0,6,0,0,0,0,0,0,0,0,0,0,2023-02-09 10:04:47,是,,,是,是,"07-2238153#6117,6118",高雄市苓雅區建國一路352號,,,,,,,,,,,
1252,高雄市,澤豐中醫診所,0,0,0,0,0,50,10,0,0,0,0,0,2023-02-09 10:01:51,是,是,,是,是,07-7261223,高雄市苓雅區和平一路96號,,,,,,,,,,,
1253,高雄市,鳳山大同中醫診所,0,18,0,0,0,0,30,0,0,0,0,0,2023-02-08 20:58:18,是,是,,是,是,07-7472215,高雄市鳳山區光復路一段109.111號,,,,,,,,,,,
1254,高雄市,高傳中醫診所,0,0,0,0,0,0,1,50,0,0,0,0,2023-02-08 19:49:22,是,是,,是,是,07-6992694,高雄市湖內區中山路二段212號之2,,,,,,,,,,,
1255,高雄市,明鴻內婦科中醫診所,0,0,0,15,0,0,0,0,0,0,10,0,2023-02-08 19:33:22,是,是,是,是,是,07-3818418,高雄市三民區義華路332號,,,,,,,,,,,
1256,高雄市,新世紀中醫診所,0,0,0,0,0,0,0,0,2,0,0,0,2023-02-08 16:41:10,是,,,,是,07-3107868,高雄市三民區河堤路592號1、2樓,,,,,,,,,,,
1257,高雄市,翰林中醫診所,0,0,0,0,0,29,3,0,0,0,0,0,2023-02-08 14:41:11,是,是,,是,是,07-2852221,高雄市前金區中六合二路106號,,,,,,,,,,,
1258,高雄市,一苼堂中醫診所,0,5,0,0,0,10,6,0,17,0,0,0,2023-02-08 14:28:19,是,是,,是,是,07-3386919,高雄市苓雅區光華一路33號1樓,,,,,,,,,,,
1259,高雄市,長庚中醫診所,0,3,0,0,0,0,0,0,8,0,0,0,2023-02-08 14:04:42,是,是,,是,是,07-3300655,高雄市苓雅區青年一路117號1樓,,,,,,,,,,,
1260,高雄市,得心中醫診所,0,0,0,0,0,0,5,0,3,0,0,0,2023-02-08 22:44:04,是,是,,是,是,07-6109373,高雄市彌陀區中正路93號,,,,,,,,,,,
1261,高雄市,嘉品中醫診所,0,0,0,0,13,0,3,0,0,0,0,0,2023-02-08 09:57:50,是,,,是,是,07-3845999,高雄市三民區大順二路60號1樓,,,,,,,,,,,
1262,高雄市,博聖中醫診所,0,0,0,0,0,15,0,0,0,0,0,0,2023-02-08 09:38:01,是,是,,是,是,07-6232702,高雄市岡山區大德一路90號,,,,,,,,,,,
1263,高雄市,隆好中醫診所,0,0,0,2,0,0,0,0,60,0,0,0,2023-02-08 09:09:18,是,是,,是,是,07-3753205,高雄市仁武區八德南路466號,,,,,,,,,,,
1264,高雄市,廣欣中醫診所,0,3,0,0,3,0,0,6,0,0,0,0,2023-02-08 10:15:23,是,是,,是,是,07-5507931,高雄市左營區立信路85號,,,,,,,,,,,
1265,高雄市,陽明中醫診所,0,0,0,0,0,5,0,5,0,0,0,0,2023-02-08 10:05:40,是,是,,是,是,07-3909905,高雄市三民區覺民路586號,,,,,,,,,,,
1266,高雄市,右東中醫診所,0,0.5,0,0,0,20,0,0,0,0,0,0,2023-02-07 20:47:38,是,是,,是,是,07-5371889,高雄市前鎮區一心一路243-2號,,,,,,,,,,,
1267,高雄市,明道中醫診所,48,0,0,0,0,30,0,0,0,0,0,0,2023-02-07 15:42:13,是,是,,是,是,07-5866777,高雄市鼓山區美術館路79號,,,,,,,,,,,
1268,高雄市,尼克科學中醫診所,100,0,0,0,0,0,0,0,10,0,0,0,2023-02-07 09:21:03,是,是,,是,是,07-2813808,高雄市三民區建國三路383號,,,,,,,,,,,
1269,高雄市,調明中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 19:20:10,是,是,,是,是,07-7527522,高雄市苓雅區三多二路263、265號1、2樓,,,,,,,,,,,
1270,高雄市,存德堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 08:56:50,是,是,,是,是,07-6071556,高雄市路竹區中山路1175號,,,,,,,,,,,
1271,高雄市,泓德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 11:08:26,是,是,,是,是,07-7223177,高雄市前鎮區和平二路284號1樓,,,,,,,,,,,
1272,高雄市,禾安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 10:46:20,是,是,,是,是,07-2820088,高雄市新興區復興二路193號,,,,,,,,,,,
1273,高雄市,德隆中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 01:08:49,是,是,是,是,是,07-6268989,高雄市岡山區公園西路三段106號,,,,,,,,,,,
1274,高雄市,茂盛中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-04 14:50:45,是,是,是,是,是,07-6259235,高雄市岡山區前峰路39之8號,,,,,,,,,,,
1275,高雄市,高雄市立聯合醫院中醫科,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 21:50:58,是,是,,是,是,07-5552565,高雄市鼓山區中華一路976號,,,,,,,,,,,
1276,高雄市,福濟中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 15:32:57,是,,,是,是,07-8125118,高雄市前鎮區翠亨北路271號,,,,,,,,,,,
1277,高雄市,建宏中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 23:41:42,是,是,,是,是,07-6623323,高雄市旗山區大同街21號,,,,,,,,,,,
1278,高雄市,康和中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 09:53:26,是,是,,是,是,07-2221128,高雄市新興區五福一路128號1樓,,,,,,,,,,,
1279,高雄市,行樂親子中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 17:45:43,是,是,,是,是,07-5867652,高雄市鼓山區華榮路432號,,,,,,,,,,,
1280,高雄市,元氣中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 14:59:29,是,是,,是,是,07-5522970,高雄市鼓山區裕誠路1509之6號,,,,,,,,,,,
1281,高雄市,瑞安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 11:48:33,是,是,,是,是,07-3856953,高雄市三民區陽明路392號1樓,,,,,,,,,,,
1282,高雄市,銘祥中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-01 18:21:18,是,,,是,是,07-3859006,高雄市三民區立忠路2之1號,,,,,,,,,,,
1283,高雄市,鍾志光中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-01 10:51:57,是,是,,是,是,07-7993908,高雄市鳳山區青年路2段146-5號,,,,,,,,,,,
1284,高雄市,博雄中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-31 13:59:42,是,,,,是,07-3215377,高雄市三民區博愛一路33號,,,,,,,,,,,
1285,高雄市,進安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-31 10:48:09,是,,,是,是,07-6295151,高雄市岡山區岡山路5號,,,,,,,,,,,
1286,高雄市,高雄市立中醫醫院,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-29 22:06:41,是,是,,是,是,"07-7133186#152,251",高雄市苓雅區凱旋二路132號1至3樓,,,,,,,,,,,
1287,高雄市,健仁醫院中醫科,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-23 13:03:41,是,是,,是,是,07-3517166#3217,高雄市楠梓區楠陽路136號,,,,,,,,,,,
1288,高雄市,高雄市立鳳山醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-7418151,高雄巿鳳山區經武路 42 、42-1號,,,,,,,,,,,
1289,高雄市,高雄長庚紀念醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-7317123#2487,高雄市鳥松區大埤路123號,,,,,,,,,,,
1290,高雄市,至和中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-7630663,高雄市鳳山區新富路389號,,,,,,,,,,,
1291,高雄市,仁祥中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6212158,高雄市岡山區大仁北路372號1樓,,,,,,,,,,,
1292,高雄市,順心中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6219845,高雄市岡山區民有路15號,,,,,,,,,,,
1293,高雄市,德益中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6417766,高雄市林園區林園北路308號,,,,,,,,,,,
1294,高雄市,睿安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-7820365,高雄市大寮區鳳林三路777號,,,,,,,,,,,
1295,高雄市,高美中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5522635,高雄市鼓山區美術北三路235號,,,,,,,,,,,
1296,高雄市,明華凱璿中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5501777,高雄市鼓山區明華路247號,,,,,,,,,,,
1297,高雄市,啟文堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5889519,高雄市左營區翠峰路64號,,,,,,,,,,,
1298,高雄市,至謙中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5502566,高雄市左營區華夏路310號,,,,,,,,,,,
1299,高雄市,安柏中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3350802,高雄市前鎮區民權二路180號2樓,,,,,,,,,,,
1300,高雄市,安心堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-7404717,高雄市鳳山區文聖街97號,,,,,,,,,,,
1301,高雄市,佑慈中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-7196150,高雄市鳳山區誠義路165號,,,,,,,,,,,
1302,高雄市,宜璇中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-8126995,高雄市鳳山區福興里自強一路41號,,,,,,,,,,,
1303,高雄市,六合中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6232577,高雄市岡山區岡山路197號,,,,,,,,,,,
1304,高雄市,聖家中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6211459,高雄市岡山區岡山路171號,,,,,,,,,,,
1305,高雄市,陳瑞聰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6232675,高雄市岡山區中山南路462號,,,,,,,,,,,
1306,高雄市,立安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3746551,高雄市仁武區中正路56號,,,,,,,,,,,
1307,高雄市,蓮見中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6140267,高雄市燕巢區中民路626號,,,,,,,,,,,
1308,高雄市,衛生福利部旗山醫院中醫科,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6613811,高雄市旗山區中學路60號,,,,,,,,,,,
1309,高雄市,高雄榮民總醫院傳統醫學科,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3422121,高雄市左營區大中一路386號,,,,,,,,,,,
1310,高雄市,高雄市立岡山醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-6222131,高雄市岡山區壽天路12號,,,,,,,,,,,
1311,高雄市,高雄醫學大學附設醫院中醫部,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3121101,高雄市三民區十全一路100號,,,,,,,,,,,
1312,高雄市,高雄市立旗津醫院中醫科,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5711188,高雄市旗津區旗港路33號,,,,,,,,,,,
1313,高雄市,博田國際醫院中醫科,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5562217#1102,高雄市左營區博愛二路100號,,,,,,,,,,,
1314,高雄市,中仁內婦科中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5315778,高雄市鹽埕區大仁路127號,,,,,,,,,,,
1315,高雄市,黃志忠中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5516247,高雄市鼓山區麗雄街49號,,,,,,,,,,,
1316,高雄市,文騫中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5615480,高雄市鼓山區西藏街320號,,,,,,,,,,,
1317,高雄市,頂立中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5320113,高雄市鼓山區鼓山三路51巷31弄15號,,,,,,,,,,,
1318,高雄市,百祐中醫聯合診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5872890,高雄市左營區左營大路14之2號,,,,,,,,,,,
1319,高雄市,健誠中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5832813,高雄市左營區廍後街34號,,,,,,,,,,,
1320,高雄市,展佳中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5828828,高雄市左營區元帝路76號1樓,,,,,,,,,,,
1321,高雄市,恆德堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5569975,高雄市左營區富民路338之5號,,,,,,,,,,,
1322,高雄市,安和中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3593799,高雄市左營區自由三路343號1-2樓,,,,,,,,,,,
1323,高雄市,活水中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-5588688,高雄市左營區富民路159號,,,,,,,,,,,
1324,高雄市,精進中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3655872,高雄市楠梓區德民路222號,,,,,,,,,,,
1325,高雄市,漢唐中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3632386,高雄市楠梓區德祥路189號,,,,,,,,,,,
1326,高雄市,泰安內外科中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-2357306,高雄市三民區建國二路156號,,,,,,,,,,,
1327,高雄市,九如中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3220322,高雄市三民區九如二路456、458號1樓,,,,,,,,,,,
1328,高雄市,進安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3118827,高雄市三民區熱河一街351號,,,,,,,,,,,
1329,高雄市,育生中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3830922,高雄市三民區昌裕街174號,,,,,,,,,,,
1330,高雄市,楊濟鴻中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3123282,高雄市三民區北平二街29號,,,,,,,,,,,
1331,高雄市,蕭穎士中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3841510,高雄市三民區九如一路72號,,,,,,,,,,,
1332,高雄市,港泰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3160337,高雄市三民區博愛一路100號,,,,,,,,,,,
1333,高雄市,誠德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3130368,高雄市三民區自立一路305、305之1號1樓,,,,,,,,,,,
1334,高雄市,天惠中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3475572,高雄市三民區天祥一路199號,,,,,,,,,,,
1335,高雄市,張瑞璋中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,07-3127026,高雄市三民區自由一路91號,,,,,,,,,,,
